CheckpointID,View,Level 1,Level 1 Code,Level 2,Level 2 Code,Level 3,Level 3 Code,Level 4,Level 4 Code,Amount
Current,34, Ungrouped,-3, Unclassified,,Other Corporate Services,866214144,Employee Costs,,7.15
Current,34, Ungrouped,-3, Unclassified,,Other Financial Services,380186208,Contractor Costs,,0.03
Current,34, Ungrouped,-3, Unclassified,,Other Financial Services,380186208,Employee Costs,,1.49
Current,34, Ungrouped,-3, Unclassified,,Other HR Services,494903872,Employee Costs,,3.99
Current,34, Ungrouped,-3, Unclassified,,Other Non Corporate - Comcover Premium,964172032,Employee Costs,,18.05
Current,34, Ungrouped,-3, Unclassified,,Other Non Corporate - Other,342380768,Contractor Costs,,14.83
Current,34, Ungrouped,-3, Unclassified,,Other Non Corporate - Other,342380768,Employee Costs,,68.2
Current,34, Ungrouped,-3, Unclassified,,Parliamentary Services,791444864,Employee Costs,,10.26
Current,34, Ungrouped,-3, Unclassified,,Pay & Conditions,940928704,Employee Costs,,6.99
Current,34, Ungrouped,-3, Unclassified,,Property Services,953435904,Employee Costs,,5.99
Current,34, Ungrouped,-3, Unclassified,,Recruitment,148236160,Employee Costs,,3.99
Current,34, Ungrouped,-3, Unclassified,,Taxation,704988288,Contractor Costs,,0.02
Current,34, Ungrouped,-3, Unclassified,,Taxation,704988288,Employee Costs,,1.14
Current,34, Ungrouped,-3, Unclassified,,Travel,809210560,Employee Costs,,0.53
Current,34, Ungrouped,-3, Unclassified,,Treasury,965385408,Contractor Costs,,0.04
Current,34, Ungrouped,-3, Unclassified,,Treasury,965385408,Employee Costs,,2.11
Current,1,Centralised Cost Centre,165127280,CFOB Central Costs,135357328,502160 - Comcare Premium,502160,COMCARE Premiums,540730,"568,669.00"
Current,1,Centralised Cost Centre,165127280,CFOB Central Costs,135357328,502170 - Comcover Premium,502170,Insurance Premium,540700,"415,170.50"
Current,1,Centralised Cost Centre,165127280,CFOB Central Costs,135357328,502170 - Comcover Premium,502170,Office Consumables & Stationery,510000,0.04
Current,1,Centralised Cost Centre,165127280,EMO Central Costs,318711040,402630 - Enterprise Management Office,402630,Audit Fees - other audit,506100,119.85
Current,1,Centralised Cost Centre,165127280,EMO Central Costs,318711040,402630 - Enterprise Management Office,402630,Bank Charges,550100,0
Current,1,Centralised Cost Centre,165127280,EMO Central Costs,318711040,402630 - Enterprise Management Office,402630,Communications - Phones and Fax,510200,369.01
Current,1,Centralised Cost Centre,165127280,EMO Central Costs,318711040,402630 - Enterprise Management Office,402630,Conferences,530100,"1,318.18"
Current,1,Centralised Cost Centre,165127280,EMO Central Costs,318711040,402630 - Enterprise Management Office,402630,Consultants - Accounting/Finance,504060,"8,800.00"
Current,1,Centralised Cost Centre,165127280,EMO Central Costs,318711040,402630 - Enterprise Management Office,402630,Contract Staff - non SES,504210,"-3,307.33"
Current,1,Centralised Cost Centre,165127280,EMO Central Costs,318711040,402630 - Enterprise Management Office,402630,Employer Super Contributions,500200,"96,231.74"
Current,1,Centralised Cost Centre,165127280,EMO Central Costs,318711040,402630 - Enterprise Management Office,402630,Expenses Paid in Absence,555010,"2,646.71"
Current,1,Centralised Cost Centre,165127280,EMO Central Costs,318711040,402630 - Enterprise Management Office,402630,General POE - Repairs & Maintenance,560040,"1,980.79"
Current,1,Centralised Cost Centre,165127280,EMO Central Costs,318711040,402630 - Enterprise Management Office,402630,General POE - Security,560100,"17,692.83"
Current,1,Centralised Cost Centre,165127280,EMO Central Costs,318711040,402630 - Enterprise Management Office,402630,IT Maintenance & Support,507000,0
Current,1,Centralised Cost Centre,165127280,EMO Central Costs,318711040,402630 - Enterprise Management Office,402630,IT Operational Charges,540040,"194,440.10"
Current,1,Centralised Cost Centre,165127280,EMO Central Costs,318711040,402630 - Enterprise Management Office,402630,Late payment and other charges,550400,223.11
Current,1,Centralised Cost Centre,165127280,EMO Central Costs,318711040,402630 - Enterprise Management Office,402630,Long Service Leave,500110,"23,825.22"
Current,1,Centralised Cost Centre,165127280,EMO Central Costs,318711040,402630 - Enterprise Management Office,402630,Meetings,530105,54.54
Current,1,Centralised Cost Centre,165127280,EMO Central Costs,318711040,402630 - Enterprise Management Office,402630,MV Registration,500520,0
Current,1,Centralised Cost Centre,165127280,EMO Central Costs,318711040,402630 - Enterprise Management Office,402630,Office Consumables & Stationery,510000,0.02
Current,1,Centralised Cost Centre,165127280,EMO Central Costs,318711040,402630 - Enterprise Management Office,402630,Office Services,507100,"-8,836.63"
Current,1,Centralised Cost Centre,165127280,EMO Central Costs,318711040,402630 - Enterprise Management Office,402630,Recreation Leave,500100,"38,478.00"
Current,1,Centralised Cost Centre,165127280,EMO Central Costs,318711040,402630 - Enterprise Management Office,402630,Salary/Wages,500000,"473,732.70"
Current,1,Centralised Cost Centre,165127280,EMO Central Costs,318711040,402630 - Enterprise Management Office,402630,Security,520300,"28,377.83"
Current,1,Centralised Cost Centre,165127280,EMO Central Costs,318711040,402630 - Enterprise Management Office,402630,TOIL Employee Expenses,500120,6.17
Current,1,Centralised Cost Centre,165127280,EMO Central Costs,318711040,402630 - Enterprise Management Office,402630,Training - Technical/ Specialised,510540,"21,236.35"
Current,1,Centralised Cost Centre,165127280,People Branch Central Costs,271940576,402810 - Learning & Development,402810,Conferences,530100,"14,850.64"
Current,1,Centralised Cost Centre,165127280,People Branch Central Costs,271940576,402810 - Learning & Development,402810,Consultants - Communications Advice,504120,"69,520.00"
Current,1,Centralised Cost Centre,165127280,People Branch Central Costs,271940576,402810 - Learning & Development,402810,Dom Travel - Accommodation Meals & Incidentals,502200,"3,582.84"
Current,1,Centralised Cost Centre,165127280,People Branch Central Costs,271940576,402810 - Learning & Development,402810,Domestic Travel - Fares,502000,82.73
Current,1,Centralised Cost Centre,165127280,People Branch Central Costs,271940576,402810 - Learning & Development,402810,Employer Super Contributions,500200,"18,717.17"
Current,1,Centralised Cost Centre,165127280,People Branch Central Costs,271940576,402810 - Learning & Development,402810,Expenses Paid in Absence,555010,0
Current,1,Centralised Cost Centre,165127280,People Branch Central Costs,271940576,402810 - Learning & Development,402810,Fringe Benefit Tax,530000,"91,382.90"
Current,1,Centralised Cost Centre,165127280,People Branch Central Costs,271940576,402810 - Learning & Development,402810,Late payment and other charges,550400,74.12
Current,1,Centralised Cost Centre,165127280,People Branch Central Costs,271940576,402810 - Learning & Development,402810,Long Service Leave,500110,"6,869.62"
Current,1,Centralised Cost Centre,165127280,People Branch Central Costs,271940576,402810 - Learning & Development,402810,Meetings,530105,374.86
Current,1,Centralised Cost Centre,165127280,People Branch Central Costs,271940576,402810 - Learning & Development,402810,Office Consumables & Stationery,510000,391.48
Current,1,Centralised Cost Centre,165127280,People Branch Central Costs,271940576,402810 - Learning & Development,402810,Official Hospitality,530140,373.24
Current,1,Centralised Cost Centre,165127280,People Branch Central Costs,271940576,402810 - Learning & Development,402810,Professional Memberships,530300,676.36
Current,1,Centralised Cost Centre,165127280,People Branch Central Costs,271940576,402810 - Learning & Development,402810,Publishing & Printing,510010,75
Current,1,Centralised Cost Centre,165127280,People Branch Central Costs,271940576,402810 - Learning & Development,402810,Recreation Leave,500100,"9,018.29"
Current,1,Centralised Cost Centre,165127280,People Branch Central Costs,271940576,402810 - Learning & Development,402810,Recruitment,507400,"5,533.04"
Current,1,Centralised Cost Centre,165127280,People Branch Central Costs,271940576,402810 - Learning & Development,402810,Salary/Wages,500000,"115,609.80"
Current,1,Centralised Cost Centre,165127280,People Branch Central Costs,271940576,402810 - Learning & Development,402810,Training - Core Skills,510500,"1,202,568.00"
Current,1,Centralised Cost Centre,165127280,People Branch Central Costs,271940576,402810 - Learning & Development,402810,Training - Technical/ Specialised,510540,"197,108.50"
Current,1,Centralised Cost Centre,165127280,People Branch Central Costs,271940576,402810 - Learning & Development,402810,Training - Technical/ Specialised-FBT,510550,"141,838.70"
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,Amortisation - SW purchased,575910,"8,240.56"
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,Audit Fees - other audit,506100,"6,327.27"
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,CO Indirect Charges Depreciation,599700,"-1,960,512.00"
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,Communications - Phones and Fax,510200,851.66
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,Contractors - Service Fee,504200,"8,000.00"
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,Depreciation - Furniture & Fittings,575400,"34,470.30"
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,Depreciation - Leasehold Improvements,575100,"1,911,544.00"
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,Depreciation - Plant and Equipment,575300,"6,256.72"
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,Expenses Paid in Absence,555010,"3,738.22"
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,General POE - Cleaning,560090,"713,213.40"
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,General POE - Energy,560030,"519,403.70"
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,General POE - Fees and Rates,560080,458.27
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,General POE - Fitout,560060,"146,541.40"
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,General POE - Rent,560010,"10,055,470.00"
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,General POE - Rent - Car Parking,560020,"940,662.40"
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,General POE - Repairs & Maintenance,560040,"335,643.90"
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,General POE - Security,560100,"1,818,942.00"
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,General POE Related Expenses,560110,"345,609.20"
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,Interest Expense,582000,"28,700.29"
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,IT Facilities Maintenance & Support,540030,"31,973.50"
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,IT Maintenance & Support,507000,"1,563.25"
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,IT Operational Charges,540040,"56,942.38"
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,IT Software Maintenance & Support,540010,0
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,Late payment and other charges,550400,61.83
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,Legal Fees,505000,"21,808.10"
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,Minor Acquisitions ( < $5000),510400,"22,803.52"
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,Office Consumables & Stationery,510000,"57,252.70"
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,Office Services,507100,"581,957.30"
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,Other Vehicle Costs,500530,"1,828.45"
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,Other Vehicle Costs (Comcar),520040,"9,629.62"
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,Repairs & Maintenance - General,560500,450
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,Repairs & Maintenance - non Property Assets,520100,"7,326.80"
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,Security,520300,"13,499.91"
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,Security Checks,520310,345
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,Subscriptions and Non Professional Memberships,530200,"32,615.95"
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,Training - Core Skills,510500,0
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,Training - Technical/ Specialised,510540,"2,650.00"
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,Training - WOG,510520,670
Current,1,Centralised Cost Centre,165127280,Service Delivery Central Costs,834006016,402615 - Property Services,402615,Uniforms,510100,490.9
Current,1,Corporate Services,262882048,Chief Financial Officer,637379904,501110 - CFO,501110,Bank Charges,550100,"18,283.02"
Current,1,Corporate Services,262882048,Chief Financial Officer,637379904,501110 - CFO,501110,Communications - Phones and Fax,510200,385.43
Current,1,Corporate Services,262882048,Chief Financial Officer,637379904,501110 - CFO,501110,Conferences,530100,"25,999.83"
Current,1,Corporate Services,262882048,Chief Financial Officer,637379904,501110 - CFO,501110,Consultants - Accounting/Finance,504060,"24,545.00"
Current,1,Corporate Services,262882048,Chief Financial Officer,637379904,501110 - CFO,501110,Consultants - IT,504080,0
Current,1,Corporate Services,262882048,Chief Financial Officer,637379904,501110 - CFO,501110,Consultants - Policy/Technical advice,504000,"83,176.94"
Current,1,Corporate Services,262882048,Chief Financial Officer,637379904,501110 - CFO,501110,Contract Staff - non SES,504210,"147,101.60"
Current,1,Corporate Services,262882048,Chief Financial Officer,637379904,501110 - CFO,501110,Contractors - Service Fee,504200,"23,001.70"
Current,1,Corporate Services,262882048,Chief Financial Officer,637379904,501110 - CFO,501110,Dom Travel - Accommodation Meals & Incidentals,502200,522.99
Current,1,Corporate Services,262882048,Chief Financial Officer,637379904,501110 - CFO,501110,Domestic Travel - Fares,502000,"1,166.13"
Current,1,Corporate Services,262882048,Chief Financial Officer,637379904,501110 - CFO,501110,Employer Super Contributions,500200,"652,448.80"
Current,1,Corporate Services,262882048,Chief Financial Officer,637379904,501110 - CFO,501110,Expenses Paid in Absence,555010,"1,265.76"
Current,1,Corporate Services,262882048,Chief Financial Officer,637379904,501110 - CFO,501110,IT Hardware Maintenance & Support,540020,85
Current,1,Corporate Services,262882048,Chief Financial Officer,637379904,501110 - CFO,501110,IT Licences,540070,"20,000.00"
Current,1,Corporate Services,262882048,Chief Financial Officer,637379904,501110 - CFO,501110,IT Maintenance & Support,507000,"6,666.59"
Current,1,Corporate Services,262882048,Chief Financial Officer,637379904,501110 - CFO,501110,Labour Recoveries,500030,"-154,870.00"
Current,1,Corporate Services,262882048,Chief Financial Officer,637379904,501110 - CFO,501110,Late payment and other charges,550400,203.08
Current,1,Corporate Services,262882048,Chief Financial Officer,637379904,501110 - CFO,501110,Long Service Leave,500110,"77,106.86"
Current,1,Corporate Services,262882048,Chief Financial Officer,637379904,501110 - CFO,501110,Meetings,530105,"2,014.24"
Current,1,Corporate Services,262882048,Chief Financial Officer,637379904,501110 - CFO,501110,Office Consumables & Stationery,510000,673.64
Current,1,Corporate Services,262882048,Chief Financial Officer,637379904,501110 - CFO,501110,OHS & Medical,530330,814.18
Current,1,Corporate Services,262882048,Chief Financial Officer,637379904,501110 - CFO,501110,Overtime,500020,"2,629.61"
Current,1,Corporate Services,262882048,Chief Financial Officer,637379904,501110 - CFO,501110,Private Sector Grants,570010,0
Current,1,Corporate Services,262882048,Chief Financial Officer,637379904,501110 - CFO,501110,Professional Memberships,530300,"8,659.03"
Current,1,Corporate Services,262882048,Chief Financial Officer,637379904,501110 - CFO,501110,Publishing & Printing,510010,"7,140.00"
Current,1,Corporate Services,262882048,Chief Financial Officer,637379904,501110 - CFO,501110,Recreation Leave,500100,"278,751.20"
Current,1,Corporate Services,262882048,Chief Financial Officer,637379904,501110 - CFO,501110,Salary/Wages,500000,"3,380,075.00"
Current,1,Corporate Services,262882048,Chief Financial Officer,637379904,501110 - CFO,501110,TOIL Employee Expenses,500120,"33,760.34"
Current,1,Corporate Services,262882048,Chief Financial Officer,637379904,501110 - CFO,501110,Training - Core Skills - FBT,510510,0
Current,1,Corporate Services,262882048,Chief Financial Officer,637379904,501110 - CFO,501110,Training - Technical/ Specialised,510540,"10,699.08"
Current,1,Corporate Services,262882048,Comms & Public Affairs,62359096,402410 - Communications & Public Affairs,402410,CO Indirect Charges Depreciation,599700,"-3,800.00"
Current,1,Corporate Services,262882048,Comms & Public Affairs,62359096,402410 - Communications & Public Affairs,402410,Communications - Phones and Fax,510200,"5,427.75"
Current,1,Corporate Services,262882048,Comms & Public Affairs,62359096,402410 - Communications & Public Affairs,402410,Conferences,530100,"8,458.09"
Current,1,Corporate Services,262882048,Comms & Public Affairs,62359096,402410 - Communications & Public Affairs,402410,Consultants - Communications Advice,504120,"1,790.00"
Current,1,Corporate Services,262882048,Comms & Public Affairs,62359096,402410 - Communications & Public Affairs,402410,Contract Staff - non SES,504210,"4,838.71"
Current,1,Corporate Services,262882048,Comms & Public Affairs,62359096,402410 - Communications & Public Affairs,402410,Contractors - Service Fee,504200,"67,125.00"
Current,1,Corporate Services,262882048,Comms & Public Affairs,62359096,402410 - Communications & Public Affairs,402410,Depreciation - IT Equipment,575500,"3,000.00"
Current,1,Corporate Services,262882048,Comms & Public Affairs,62359096,402410 - Communications & Public Affairs,402410,Depreciation - Office Machines,575350,500
Current,1,Corporate Services,262882048,Comms & Public Affairs,62359096,402410 - Communications & Public Affairs,402410,Dom Travel - Accommodation Meals & Incidentals,502200,90.73
Current,1,Corporate Services,262882048,Comms & Public Affairs,62359096,402410 - Communications & Public Affairs,402410,Employer Super Contributions,500200,"152,640.10"
Current,1,Corporate Services,262882048,Comms & Public Affairs,62359096,402410 - Communications & Public Affairs,402410,Expenses Paid in Absence,555010,"5,656.70"
Current,1,Corporate Services,262882048,Comms & Public Affairs,62359096,402410 - Communications & Public Affairs,402410,IT Communications,540060,"249,900.70"
Current,1,Corporate Services,262882048,Comms & Public Affairs,62359096,402410 - Communications & Public Affairs,402410,IT Software Maintenance & Support,540010,"72,727.27"
Current,1,Corporate Services,262882048,Comms & Public Affairs,62359096,402410 - Communications & Public Affairs,402410,Late payment and other charges,550400,121.08
Current,1,Corporate Services,262882048,Comms & Public Affairs,62359096,402410 - Communications & Public Affairs,402410,Long Service Leave,500110,"50,096.88"
Current,1,Corporate Services,262882048,Comms & Public Affairs,62359096,402410 - Communications & Public Affairs,402410,Meal Entertainment & other staff benefits - FBT,530130,144.77
Current,1,Corporate Services,262882048,Comms & Public Affairs,62359096,402410 - Communications & Public Affairs,402410,Meetings,530105,872.73
Current,1,Corporate Services,262882048,Comms & Public Affairs,62359096,402410 - Communications & Public Affairs,402410,Minor Acquisitions ( < $5000),510400,"2,993.64"
Current,1,Corporate Services,262882048,Comms & Public Affairs,62359096,402410 - Communications & Public Affairs,402410,NBV Infrastructure Plant & Equip Sold,579300,300
Current,1,Corporate Services,262882048,Comms & Public Affairs,62359096,402410 - Communications & Public Affairs,402410,Office Consumables & Stationery,510000,"15,648.91"
Current,1,Corporate Services,262882048,Comms & Public Affairs,62359096,402410 - Communications & Public Affairs,402410,OHS & Medical,530330,"1,100.59"
Current,1,Corporate Services,262882048,Comms & Public Affairs,62359096,402410 - Communications & Public Affairs,402410,Publishing & Printing,510010,"154,078.00"
Current,1,Corporate Services,262882048,Comms & Public Affairs,62359096,402410 - Communications & Public Affairs,402410,Recreation Leave,500100,"75,563.93"
Current,1,Corporate Services,262882048,Comms & Public Affairs,62359096,402410 - Communications & Public Affairs,402410,Recruitment,507400,"5,560.00"
Current,1,Corporate Services,262882048,Comms & Public Affairs,62359096,402410 - Communications & Public Affairs,402410,Salary/Wages,500000,"854,033.30"
Current,1,Corporate Services,262882048,Comms & Public Affairs,62359096,402410 - Communications & Public Affairs,402410,Subscriptions and Non Professional Memberships,530200,"417,994.60"
Current,1,Corporate Services,262882048,Comms & Public Affairs,62359096,402410 - Communications & Public Affairs,402410,TOIL Employee Expenses,500120,-292.37
Current,1,Corporate Services,262882048,Comms & Public Affairs,62359096,402410 - Communications & Public Affairs,402410,Training - Technical/ Specialised,510540,636.36
Current,1,Corporate Services,262882048,Communications and Public Affairs,876731328,402440 - Comms and Public Affairs Executive,402440,CO Indirect Charges Depreciation,599700,0
Current,1,Corporate Services,262882048,Communications and Public Affairs,876731328,402440 - Comms and Public Affairs Executive,402440,Communications - Phones and Fax,510200,205.84
Current,1,Corporate Services,262882048,Communications and Public Affairs,876731328,402440 - Comms and Public Affairs Executive,402440,Depreciation - IT Equipment,575500,0
Current,1,Corporate Services,262882048,Communications and Public Affairs,876731328,402440 - Comms and Public Affairs Executive,402440,Depreciation - Office Machines,575350,0
Current,1,Corporate Services,262882048,Communications and Public Affairs,876731328,402440 - Comms and Public Affairs Executive,402440,Dom Travel - Accommodation Meals & Incidentals,502200,0
Current,1,Corporate Services,262882048,Communications and Public Affairs,876731328,402440 - Comms and Public Affairs Executive,402440,Employer Super Contributions,500200,0
Current,1,Corporate Services,262882048,Communications and Public Affairs,876731328,402440 - Comms and Public Affairs Executive,402440,Expenses Paid in Absence,555010,405.33
Current,1,Corporate Services,262882048,Communications and Public Affairs,876731328,402440 - Comms and Public Affairs Executive,402440,Long Service Leave,500110,0
Current,1,Corporate Services,262882048,Communications and Public Affairs,876731328,402440 - Comms and Public Affairs Executive,402440,Recreation Leave,500100,0
Current,1,Corporate Services,262882048,Communications and Public Affairs,876731328,402440 - Comms and Public Affairs Executive,402440,Salary/Wages,500000,0
Current,1,Corporate Services,262882048,Communications and Public Affairs,876731328,402440 - Comms and Public Affairs Executive,402440,TOIL Employee Expenses,500120,0
Current,1,Corporate Services,262882048,Corporate Services Executive,667149824,402350 - Corporate Services Executive,402350,Amortisation - SW developed,575900,"3,213.51"
Current,1,Corporate Services,262882048,Corporate Services Executive,667149824,402350 - Corporate Services Executive,402350,CO Indirect Charges Depreciation,599700,"-3,630.18"
Current,1,Corporate Services,262882048,Corporate Services Executive,667149824,402350 - Corporate Services Executive,402350,Communications - Phones and Fax,510200,"3,034.76"
Current,1,Corporate Services,262882048,Corporate Services Executive,667149824,402350 - Corporate Services Executive,402350,Conferences,530100,90.82
Current,1,Corporate Services,262882048,Corporate Services Executive,667149824,402350 - Corporate Services Executive,402350,Consultants - Legal Advice,504040,"18,545.50"
Current,1,Corporate Services,262882048,Corporate Services Executive,667149824,402350 - Corporate Services Executive,402350,Depreciation - Office Machines,575350,416.67
Current,1,Corporate Services,262882048,Corporate Services Executive,667149824,402350 - Corporate Services Executive,402350,Dom Travel - Accommodation Meals & Incidentals,502200,"8,223.16"
Current,1,Corporate Services,262882048,Corporate Services Executive,667149824,402350 - Corporate Services Executive,402350,Domestic Travel - Fares,502000,"2,053.47"
Current,1,Corporate Services,262882048,Corporate Services Executive,667149824,402350 - Corporate Services Executive,402350,Employer Super Contributions,500200,"56,725.69"
Current,1,Corporate Services,262882048,Corporate Services Executive,667149824,402350 - Corporate Services Executive,402350,Expenses Paid in Absence,555010,"5,118.56"
Current,1,Corporate Services,262882048,Corporate Services Executive,667149824,402350 - Corporate Services Executive,402350,HR Services,507300,450
Current,1,Corporate Services,262882048,Corporate Services Executive,667149824,402350 - Corporate Services Executive,402350,IT Maintenance & Support,507000,"44,128.55"
Current,1,Corporate Services,262882048,Corporate Services Executive,667149824,402350 - Corporate Services Executive,402350,Late payment and other charges,550400,111.71
Current,1,Corporate Services,262882048,Corporate Services Executive,667149824,402350 - Corporate Services Executive,402350,Long Service Leave,500110,"3,120.10"
Current,1,Corporate Services,262882048,Corporate Services Executive,667149824,402350 - Corporate Services Executive,402350,Meal Entertainment & other staff benefits - FBT,530130,"5,000.00"
Current,1,Corporate Services,262882048,Corporate Services Executive,667149824,402350 - Corporate Services Executive,402350,Meetings,530105,"2,303.23"
Current,1,Corporate Services,262882048,Corporate Services Executive,667149824,402350 - Corporate Services Executive,402350,MV Fuel & Oil,500500,207.7
Current,1,Corporate Services,262882048,Corporate Services Executive,667149824,402350 - Corporate Services Executive,402350,MV Hire,500540,"1,424.58"
Current,1,Corporate Services,262882048,Corporate Services Executive,667149824,402350 - Corporate Services Executive,402350,MV Registration,500520,"1,416.18"
Current,1,Corporate Services,262882048,Corporate Services Executive,667149824,402350 - Corporate Services Executive,402350,Office Consumables & Stationery,510000,"13,563.34"
Current,1,Corporate Services,262882048,Corporate Services Executive,667149824,402350 - Corporate Services Executive,402350,Office Services,507100,145.2
Current,1,Corporate Services,262882048,Corporate Services Executive,667149824,402350 - Corporate Services Executive,402350,OHS & Medical,530330,"2,603.35"
Current,1,Corporate Services,262882048,Corporate Services Executive,667149824,402350 - Corporate Services Executive,402350,Professional Memberships,530300,"19,466.64"
Current,1,Corporate Services,262882048,Corporate Services Executive,667149824,402350 - Corporate Services Executive,402350,Recreation Leave,500100,"23,384.87"
Current,1,Corporate Services,262882048,Corporate Services Executive,667149824,402350 - Corporate Services Executive,402350,Recruitment,507400,"167,793.10"
Current,1,Corporate Services,262882048,Corporate Services Executive,667149824,402350 - Corporate Services Executive,402350,Reward & Recognition,530145,77.33
Current,1,Corporate Services,262882048,Corporate Services Executive,667149824,402350 - Corporate Services Executive,402350,Salary/Wages,500000,"321,977.40"
Current,1,Corporate Services,262882048,Corporate Services Executive,667149824,402350 - Corporate Services Executive,402350,Subscriptions and Non Professional Memberships,530200,650.19
Current,1,Corporate Services,262882048,Corporate Services Executive,667149824,402350 - Corporate Services Executive,402350,Training - Technical/ Specialised,510540,"9,031.82"
Current,1,Corporate Services,262882048,Legal Services,558565440,404650 - Legal Services,404650,Audit Fees - ANAO annual financial statements,506000,0
Current,1,Corporate Services,262882048,Legal Services,558565440,404650 - Legal Services,404650,Audit Fees - other audit,506100,"287,984.00"
Current,1,Corporate Services,262882048,Legal Services,558565440,404650 - Legal Services,404650,Communications - Phones and Fax,510200,568.71
Current,1,Corporate Services,262882048,Legal Services,558565440,404650 - Legal Services,404650,Conferences,530100,851.57
Current,1,Corporate Services,262882048,Legal Services,558565440,404650 - Legal Services,404650,Consultants - Accounting/Finance,504060,"150,736.10"
Current,1,Corporate Services,262882048,Legal Services,558565440,404650 - Legal Services,404650,Consultants - Business Advice,504090,"39,572.27"
Current,1,Corporate Services,262882048,Legal Services,558565440,404650 - Legal Services,404650,Consultants - Legal Advice,504040,"197,340.80"
Current,1,Corporate Services,262882048,Legal Services,558565440,404650 - Legal Services,404650,Contract Staff - non SES,504210,"67,016.81"
Current,1,Corporate Services,262882048,Legal Services,558565440,404650 - Legal Services,404650,Dom Travel - Accommodation Meals & Incidentals,502200,9.1
Current,1,Corporate Services,262882048,Legal Services,558565440,404650 - Legal Services,404650,Domestic Travel - Allowances,502100,11.5
Current,1,Corporate Services,262882048,Legal Services,558565440,404650 - Legal Services,404650,Domestic Travel - Fares,502000,341.95
Current,1,Corporate Services,262882048,Legal Services,558565440,404650 - Legal Services,404650,Employer Super Contributions,500200,"286,512.40"
Current,1,Corporate Services,262882048,Legal Services,558565440,404650 - Legal Services,404650,Expenses Paid in Absence,555010,"1,310.20"
Current,1,Corporate Services,262882048,Legal Services,558565440,404650 - Legal Services,404650,Late payment and other charges,550400,81.38
